test_year,timestamp,close,cash,btc,equity_before_action,equity,prob_up,y_pred,action
2016,2016-03-03,421.6510009765625,0.0,25.84944089458351,10899.442627885626,10899.442627885626,0.20469561,0,HOLD
2016,2016-03-04,410.9389953613281,10607.840872247896,0.0,10622.543271872179,10607.840872247896,0.36592966,0,SELL
2016,2016-03-05,400.5700073242188,10607.840872247896,0.0,10607.840872247896,10607.840872247896,0.43225864,0,HOLD
2016,2016-03-06,407.7070007324219,10607.840872247896,0.0,10607.840872247896,10607.840872247896,0.13846393,0,HOLD
2016,2016-03-07,414.3210144042969,10607.840872247896,0.0,10607.840872247896,10607.840872247896,0.11678851,0,HOLD
2016,2016-03-08,413.9719848632813,10607.840872247896,0.0,10607.840872247896,10607.840872247896,0.10795112,0,HOLD
2016,2016-03-09,414.8599853515625,10607.840872247896,0.0,10607.840872247896,10607.840872247896,0.124534294,0,HOLD
2016,2016-03-10,417.1310119628906,10607.840872247896,0.0,10607.840872247896,10607.840872247896,0.15994257,0,HOLD
2016,2016-03-11,421.6900024414063,10607.840872247896,0.0,10607.840872247896,10607.840872247896,0.099520035,0,HOLD
2016,2016-03-12,411.6239929199219,10607.840872247896,0.0,10607.840872247896,10607.840872247896,0.23318094,0,HOLD
2016,2016-03-13,414.0650024414063,10607.840872247896,0.0,10607.840872247896,10607.840872247896,0.12405061,0,HOLD
2016,2016-03-14,416.43798828125,10607.840872247896,0.0,10607.840872247896,10607.840872247896,0.07838357,0,HOLD
2016,2016-03-15,416.8299865722656,10607.840872247896,0.0,10607.840872247896,10607.840872247896,0.06446598,0,HOLD
2016,2016-03-16,417.010986328125,10607.840872247896,0.0,10607.840872247896,10607.840872247896,0.06218794,0,HOLD
2016,2016-03-17,420.6210021972656,10607.840872247896,0.0,10607.840872247896,10607.840872247896,0.06729591,0,HOLD
2016,2016-03-18,409.5480041503906,10607.840872247896,0.0,10607.840872247896,10607.840872247896,0.13317436,0,HOLD
2016,2016-03-19,410.4440002441406,10607.840872247896,0.0,10607.840872247896,10607.840872247896,0.11214172,0,HOLD
2016,2016-03-20,413.7550048828125,10607.840872247896,0.0,10607.840872247896,10607.840872247896,0.046956,0,HOLD
2016,2016-03-21,413.3070068359375,10607.840872247896,0.0,10607.840872247896,10607.840872247896,0.067040496,0,HOLD
2016,2016-03-22,418.0889892578125,10607.840872247896,0.0,10607.840872247896,10607.840872247896,0.055996984,0,HOLD
2016,2016-03-23,418.0409851074219,10607.840872247896,0.0,10607.840872247896,10607.840872247896,0.05242781,0,HOLD
2016,2016-03-24,416.3940124511719,10607.840872247896,0.0,10607.840872247896,10607.840872247896,0.05178754,0,HOLD
2016,2016-03-25,417.177001953125,10607.840872247896,0.0,10607.840872247896,10607.840872247896,0.06707316,0,HOLD
2016,2016-03-26,417.9450073242188,10607.840872247896,0.0,10607.840872247896,10607.840872247896,0.050796703,0,HOLD
2016,2016-03-27,426.7650146484375,10607.840872247896,0.0,10607.840872247896,10607.840872247896,0.13034046,0,HOLD
2016,2016-03-28,424.2309875488281,10607.840872247896,0.0,10607.840872247896,10607.840872247896,0.544103,1,HOLD
2016,2016-03-29,416.5159912109375,10607.840872247896,0.0,10607.840872247896,10607.840872247896,0.08200252,0,HOLD
2016,2016-03-30,414.8160095214844,10607.840872247896,0.0,10607.840872247896,10607.840872247896,0.06731166,0,HOLD
2016,2016-03-31,416.72900390625,10607.840872247896,0.0,10607.840872247896,10607.840872247896,0.07765122,0,HOLD
